,category,medicine_name,therapeutic_area,common_name,active_substance,patient_safety,authorisation_status,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,revision_number
460,human,Jorveza,Esophageal Diseases,budesonide,budesonide,False,authorised,False,False,False,False,False,True,True,Dr. Falk Pharma GmbH,"Antidiarrheals, intestinal antiinflammatory / antiinfective agents",6.0
461,human,Keytruda,"Melanoma;  Hodgkin Disease;  Carcinoma, Renal Cell;  Carcinoma, Non-Small-Cell Lung;  Carcinoma, Transitional Cell;  Squamous Cell Carcinoma of Head and Neck;  Urologic Neoplasms;  Endometrial Neoplasms",pembrolizumab,pembrolizumab,False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,Antineoplastic agents,49.0
462,human,Plenadren,Adrenal Insufficiency,hydrocortisone,hydrocortisone,False,authorised,False,False,False,False,False,False,False,Takeda Pharmaceuticals International AG Ireland Branch,Corticosteroids for systemic use,13.0
463,human,Zytiga,Prostatic Neoplasms,abiraterone,abiraterone acetate,False,authorised,False,False,False,False,False,True,False,Janssen-Cilag International N.V.,Endocrine therapy,26.0
464,human,Nexavar,"Carcinoma, Hepatocellular;  Carcinoma, Renal Cell",sorafenib,sorafenib,False,authorised,False,False,False,False,False,False,True,Bayer AG,Antineoplastic agents,32.0
465,human,Esbriet,Idiopathic Pulmonary Fibrosis;  Lung Diseases;  Respiratory Tract Diseases,pirfenidone,pirfenidone,False,authorised,False,False,False,False,False,False,False,Roche Registration GmbH,"Immunosuppressants, Immunosuppressants",32.0
466,human,Steglatro,"Diabetes Mellitus, Type 2",ertugliflozin,ertugliflozin l-pyroglutamic acid,False,authorised,True,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,"Sodium-glucose co-transporter 2 (SGLT2) inhibitors, Drugs used in diabetes",8.0
467,human,Ngenla,Growth and Development,somatrogon,somatrogon,False,authorised,True,False,False,False,False,False,True,Pfizer Europe MA EEIG,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,4.0
468,human,Bimzelx,Psoriasis,bimekizumab,bimekizumab,False,authorised,True,False,False,False,False,False,False,UCB Pharma S.A.  ,Immunosuppressants,2.0
469,human,Striascan,Radionuclide Imaging;  Dementia;  Movement Disorders,ioflupane (123l),ioflupane (123l),False,authorised,False,True,False,False,False,False,False,CIS bio international,Diagnostic radiopharmaceuticals,2.0
470,human,Nerlynx,Breast Neoplasms,neratinib,neratinib,False,authorised,True,False,False,False,False,False,False,Pierre Fabre Medicament,Antineoplastic agents,12.0
471,human,Cabometyx,"Carcinoma, Renal Cell;  Carcinomas, Hepatocellular",cabozantinib,cabozantinib (s)-malate,False,authorised,False,False,False,False,False,True,False,Ipsen Pharma,Antineoplastic agents,15.0
472,human,Gilenya,Multiple Sclerosis,fingolimod,fingolimod hydrochloride ,False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Immunosuppressants,33.0
473,human,Pyrukynd,"Genetic Diseases, Inborn;  Anemia, Hemolytic",mitapivat,mitapivat sulfate,False,authorised,True,False,False,False,False,False,True,Agios Netherlands B.V.,Other hematological agents,
474,human,Hulio,"Hidradenitis Suppurativa;  Psoriasis;  Uveitis;  Arthritis, Rheumatoid;  Spondylitis, Ankylosing;  Crohn Disease;  Colitis, Ulcerative;  Arthritis, Psoriatic",adalimumab,adalimumab,False,authorised,True,False,True,False,False,False,False,Viatris Limited,"Immunosuppressants, Tumor necrosis factor alpha (TNF-α) inhibitors",13.0
475,human,Efavirenz/Emtricitabine/Tenofovir disoproxil Krka,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil","efavirenz, emtricitabine, tenofovir disoproxil succinate",False,authorised,False,True,False,False,False,False,False,"KRKA, d.d., Novo mesto",Antivirals for systemic use,9.0
476,human,Trumenba,"Meningitis, Meningococcal","meningococcal group b vaccine (recombinant, adsorbed)",neisseria meningitidis serogroup b fhbp (recombinant lipidated fhbp (factor h binding protein)) subfamily a; neisseria meningitidis serogroup b fhbp (recombinant lipidated fhbp (factor h binding protein)) subfamily b,False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,"Bacterial vaccines, Meningococcal vaccines",14.0
477,human,Xalkori,"Carcinoma, Non-Small-Cell Lung",crizotinib,crizotinib,False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,Antineoplastic agents,33.0
478,human,Macugen,Wet Macular Degeneration,pegaptanib,pegaptanib,False,withdrawn,False,False,False,False,False,False,False,PharmaSwiss Ceska Republika s.r.o,Ophthalmologicals,15.0
479,human,Mysildecard,"Hypertension, Pulmonary",sildenafil,sildenafil citrate,False,authorised,False,True,False,False,False,False,False,Viatris Limited,Urologicals,7.0
480,human,Kevzara,"Arthritis, Rheumatoid",sarilumab,sarilumab,False,authorised,True,False,False,False,False,False,False,Sanofi Winthrop Industrie,Immunosuppressants,9.0
481,human,Uplizna,Neuromyelitis Optica,inebilizumab,inebilizumab,False,authorised,True,False,False,False,False,False,False,Horizon Therapeutics Ireland DAC,Immunosuppressants,1.0
482,human,VidPrevtyn Beta,COVID-19 virus infection,"covid-19 vaccine (recombinant, adjuvanted)","sars-cov-2 prefusion spike delta tm protein, recombinant (b.1.351 strain)",False,authorised,True,False,False,False,False,False,False,Sanofi Pasteur,"Vaccines,",
483,human,Zynteglo,beta-Thalassemia,betibeglogene autotemcel,autologous cd34+ cell enriched population that contains hematopoietic stem cells transduced with lentiglobin bb305 lentiviral vector encoding the beta-a-t87q-globin gene,True,withdrawn,True,False,False,True,False,True,False,bluebird bio (Netherlands) B.V.,Other hematological agents,5.0
484,human,Tyverb,Breast Neoplasms,lapatinib,lapatinib,False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Protein kinase inhibitors,34.0
485,human,Tecfidera,Multiple Sclerosis,dimethyl fumarate,dimethyl fumarate,False,authorised,False,False,False,False,False,False,False,Biogen Netherlands B.V.,Immunosuppressants,26.0
486,human,Lacosamide Accord,Epilepsy,lacosamide,lacosamide,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,"Antiepileptics,",11.0
487,human,Zeposia,"Multiple Sclerosis, Relapsing-Remitting;  Colitis, Ulcerative",ozanimod,ozanimod hydrochloride,False,authorised,True,False,False,False,False,False,False,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,4.0
488,human,Vyepti,Migraine Disorders,eptinezumab,eptinezumab,False,authorised,False,False,False,False,False,False,False,H. Lundbeck A/S,Analgesics,2.0
489,human,Rozlytrek,"Cancer;  Carcinoma, Non-Small-Cell Lung",entrectinib,entrectinib,False,authorised,True,False,False,True,False,False,False,Roche Registration GmbH ,Antineoplastic agents,5.0
490,human,Lumykras,"Carcinoma, Non-Small-Cell Lung",sotorasib,sotorasib,False,authorised,True,False,False,True,False,False,False,Amgen Europe BV,Antineoplastic agents,1.0
491,human,Kaletra,HIV Infections,"lopinavir, ritonavir","lopinavir, ritonavir",False,authorised,False,False,False,False,False,False,False,AbbVie Deutschland GmbH  Co. KG,"Antivirals for systemic use, Protease inhibitors",60.0
492,human,Cevenfacta,Hemophilia A;  Hemophilia B,eptacog beta (activated),eptacog beta (activated),False,authorised,True,False,False,False,False,False,False,Laboratoire Francais du Fractionnement et des Biotechnologies,Antihemorrhagics,
493,human,Ximluci,Wet Macular Degeneration;  Macular Edema;  Diabetic Retinopathy;  Diabetes Complications,ranibizumab,ranibizumab,False,authorised,True,False,True,False,False,False,False,STADA Arzneimittel AG,Ophthalmologicals,
494,human,Recarbrio,Gram-Negative Bacterial Infections,"imipenem, cilastatin, relebactam","imipenem monohydrate, cilastatin sodium, relebactam monohydrate",False,authorised,True,False,False,False,False,False,False,Merck Sharp & Dohme B.V. ,"Antibacterials for systemic use, , Carbapenems",5.0
495,human,Tagrisso,"Carcinoma, Non-Small-Cell Lung",osimertinib,osimertinib mesilate,False,authorised,False,False,False,False,False,True,False,AstraZeneca AB,"Other antineoplastic agents, Protein kinase inhibitors",17.0
496,human,Vaxneuvance,Pneumococcal Infections,pneumococcal polysaccharide conjugate vaccine (adsorbed),pneumococcal polysaccharide conjugate vaccine (adsorbed),False,authorised,True,False,False,False,False,False,False,Merck Sharp & Dohme B.V. ,"pneumococcus, purified polysaccharides antigen conjugated",3.0
497,human,Intelence,HIV Infections,etravirine,etravirine,False,authorised,False,False,False,False,False,False,False,Janssen-Cilag International NV,"Non-nucleoside reverse transcriptase inhibitors, Antivirals for systemic use",30.0
498,human,Genvoya,HIV Infections,"elvitegravir, cobicistat, emtricitabine, tenofovir alafenamide","elvitegravir, cobicistat, emtricitabine, tenofovir alafenamide",False,authorised,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,27.0
499,human,Multaq,Atrial Fibrillation,dronedarone,dronedarone,False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Cardiac therapy,18.0
500,human,Tasmar,Parkinson Disease,tolcapone,tolcapone,False,authorised,False,False,False,False,False,False,False,Viatris Healthcare Limited,"Anti-Parkinson drugs, Other dopaminergic agents",24.0
501,human,Melatonin Neurim,Sleep Initiation and Maintenance Disorders,melatonin,melatonin,False,authorised,False,False,False,False,False,False,False,RAD Neurim Pharmaceuticals EEC SARL,"Psycholeptics,",
502,human,Aubagio,Multiple Sclerosis,teriflunomide,teriflunomide,False,authorised,False,False,False,False,False,False,False,Sanofi Winthrop Industrie,Selective immunosuppressants,24.0
503,human,Sorafenib Accord,"Carcinoma, Hepatocellular;  Carcinoma, Renal Cell",sorafenib,sorafenib tosilate,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Antineoplastic agents,
504,human,Rebetol,"Hepatitis C, Chronic",ribavirin,ribavirin,False,authorised,False,False,False,False,False,False,False,Merck Sharp and Dohme B.V,"Antivirals for systemic use, Antivirals for treatment of HCV infections",39.0
505,human,Temybric Ellipta,"Pulmonary Disease, Chronic Obstructive","fluticasone furoate, umeclidinium, vilanterol","fluticasone furoate, umeclidinium bromide, vilanterol trifenatate",False,withdrawn,True,False,False,False,False,False,False,GlaxoSmithKline Trading Services Limited,"Drugs for obstructive airway diseases,",4.0
506,human,Javlor,"Carcinoma, Transitional Cell;  Urologic Neoplasms",vinflunine,vinflunine,False,authorised,False,False,False,False,False,False,False,Pierre Fabre Medicament,Antineoplastic agents,10.0
507,human,Vumerity,"Multiple Sclerosis, Relapsing-Remitting",diroximel fumarate,diroximel fumarate (biib098),False,authorised,False,False,False,False,False,False,False,Biogen Netherlands B.V.,Immunosuppressants,3.0
508,human,Ultomiris,"Hemoglobinuria, Paroxysmal",ravulizumab,ravulizumab,False,authorised,True,False,False,False,False,False,False,Alexion Europe SAS,Selective immunosuppressants,9.0
509,human,Kinpeygo,"Glomerulonephritis, IGA",budesonide,"budesonide, micronised",False,authorised,True,False,False,True,False,False,True,Stada Arzneimittel AG,"Antidiarrheals, intestinal antiinflammatory / antiinfective agents",2.0
510,human,Rekambys,HIV Infections,rilpivirine,rilpivirine,False,authorised,True,False,False,False,False,False,False,Janssen-Cilag International NV,Antivirals for systemic use,7.0
511,human,Fuzeon,HIV Infections,enfuvirtide,enfuvirtide,False,authorised,False,False,False,False,False,False,False,Roche Registration GmbH,Antivirals for systemic use,23.0
512,human,Ibandronic Acid Teva,"Breast Neoplasms;  Neoplasm Metastasis;  Fractures, Bone;  Osteoporosis, Postmenopausal",ibandronic acid,ibandronic acid,False,authorised,False,True,False,False,False,False,False,Teva Pharma B.V.,Drugs for treatment of bone diseases,12.0
513,human,Olanzapine Teva,Schizophrenia;  Bipolar Disorder,olanzapine,olanzapine,False,authorised,False,True,False,False,False,False,False,Teva B.V. ,"Psycholeptics,",29.0
514,human,Vyvgart,Myasthenia Gravis,efgartigimod alfa,efgartigimod alfa,False,authorised,True,False,False,False,False,False,True,Argenx,Immunosuppressants,2.0
515,human,Elebrato Ellipta,"Pulmonary Disease, Chronic Obstructive","fluticasone furoate, umeclidinium, vilanterol","fluticasone furoate, umeclidinium bromide, vilanterol trifenatate",False,authorised,False,False,False,False,False,False,False,GlaxoSmithKline Trading Services Limited,"Drugs for obstructive airway diseases,",10.0
516,human,Anoro Ellipta (previously Anoro),"Pulmonary Disease, Chronic Obstructive","umeclidinium bromide, vilanterol","umeclidinium bromide, vilanterol trifenatate",False,authorised,True,False,False,False,False,False,False,GlaxoSmithKline (Ireland) Limited,"Drugs for obstructive airway diseases,",18.0
517,human,Riluzole Zentiva,Amyotrophic Lateral Sclerosis,riluzole,riluzole,False,authorised,False,False,False,False,False,False,False,Zentiva k.s.,Other nervous system drugs,13.0
518,human,Rilutek,Amyotrophic Lateral Sclerosis,riluzole,riluzole,False,authorised,False,False,False,False,False,False,False,Sanofi Mature IP,Other nervous system drugs,31.0
519,human,Rolufta Ellipta (previously Rolufta),"Pulmonary Disease, Chronic Obstructive",umeclidinium,umeclidinium bromide,False,authorised,True,False,False,False,False,False,False,GlaxoSmithKline Trading Services Limited,"Drugs for obstructive airway diseases,",11.0
520,human,Laventair Ellipta (previously Laventair),"Pulmonary Disease, Chronic Obstructive","umeclidinium bromide, vilanterol","umeclidinium bromide, vilanterol",False,authorised,True,False,False,False,False,False,False,GlaxoSmithKline (Ireland) Limited,"Drugs for obstructive airway diseases,",17.0
521,human,Efient,"Acute Coronary Syndrome;  Angina, Unstable;  Myocardial Infarction",prasugrel,prasugrel,False,authorised,False,False,False,False,False,False,False,Substipharm,Antithrombotic agents,24.0
522,human,Ertapenem SUN,Bacterial Infections,ertapenem,ertapenem sodium,False,authorised,False,True,False,False,False,False,False,SUN Pharmaceutical Industries (Europe) B.V.,ertapenem,
523,human,Vihuma,Hemophilia A,simoctocog alfa,simoctocog alfa,False,authorised,True,False,False,False,False,False,False,Octapharma AB,Antihemorrhagics,7.0
524,human,Nuwiq,Hemophilia A,simoctocog alfa,simoctocog alfa,False,authorised,False,False,False,False,False,False,False,Octapharma AB,Blood coagulation factors,12.0
525,human,Zepatier,"Hepatitis C, Chronic","elbasvir, grazoprevir","elbasvir, grazoprevir",False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,"Direct acting antivirals, Antivirals for systemic use, Antivirals for treatment of HCV infections",13.0
526,human,Imbruvica,"Lymphoma, Mantle-Cell;  Leukemia, Lymphocytic, Chronic, B-Cell",ibrutinib,ibrutinib,False,authorised,False,False,False,False,False,False,False,Janssen-Cilag International NV,"Antineoplastic agents, Protein kinase inhibitors",28.0
527,human,Zinplava,"Enterocolitis, Pseudomembranous",bezlotoxumab,bezlotoxumab,False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,"Immune sera and immunoglobulins,",8.0
528,human,Janumet,"Diabetes Mellitus, Type 2","sitagliptin, metformin","sitagliptin, metformin hydrochloride",False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,Drugs used in diabetes,29.0
529,human,NeoRecormon,"Kidney Failure, Chronic;  Anemia;  Cancer;  Blood Transfusion, Autologous",epoetin beta,epoetin beta,False,authorised,False,False,False,False,False,False,False,Roche Registration GmbH,Antianemic preparations,32.0
530,human,Pregabalin Zentiva k.s.,Anxiety Disorders;  Neuralgia;  Epilepsy,pregabalin,pregabalin,False,authorised,False,True,False,False,False,False,False,Zentiva k.s.,"Antiepileptics,",13.0
531,human,Neuraceq,Radionuclide Imaging;  Alzheimer Disease,florbetaben (18f),florbetaben (18f),False,authorised,False,False,False,False,False,False,False,Life Radiopharma Berlin GmbH,Diagnostic radiopharmaceuticals,19.0
532,human,Enjaymo,"Hemolysis;  Anemia, Hemolytic, Autoimmune",sutimlimab,sutimlimab,False,authorised,True,False,False,False,False,False,True,Genzyme Europe BV,Immunosuppressants,
533,human,Evotaz,HIV Infections,"atazanavir, cobicistat","cobicistat, atazanavir",False,authorised,False,False,False,False,False,False,False,Bristol-Myers Squibb Pharma EEIG,Antivirals for systemic use,13.0
534,human,Adynovi,Hemophilia A,rurioctocog alfa pegol,rurioctocog alfa pegol,False,authorised,True,False,False,False,False,False,False,Baxalta Innovations GmbH,Antihemorrhagics,8.0
535,human,Lamivudine Teva,"Hepatitis B, Chronic",lamivudine,lamivudine,False,authorised,False,True,False,False,False,False,False,Teva B.V.,Antivirals for systemic use,13.0
536,human,Ovitrelle,"Anovulation;  Reproductive Techniques, Assisted;  Infertility, Female",choriogonadotropin alfa,choriogonadotropin alfa,False,authorised,False,False,False,False,False,False,False,Merck Europe B.V.,"Sex hormones and modulators of the genital system,",22.0
537,human,NeuroBloc,Torticollis,botulinum toxin type b,botulinum toxin type b,False,authorised,False,False,False,False,False,False,False,Sloan Pharma S.a.r.l,Muscle relaxants,33.0
538,human,Ozempic,Diabetes Mellitus,semaglutide,semaglutide,False,authorised,True,False,False,False,False,False,False,Novo Nordisk A/S,Drugs used in diabetes,9.0
539,human,Evusheld,COVID-19 virus infection,"tixagevimab, cilgavimab","tixagevimab, cilgavimab",False,authorised,True,False,False,False,False,False,False,AstraZeneca AB,,1.0
540,human,Cerezyme,Gaucher Disease,imiglucerase,imiglucerase,False,authorised,False,False,False,False,False,False,False,Genzyme Europe B.V.,"Other alimentary tract and metabolism products,",30.0
541,human,Myozyme,Glycogen Storage Disease Type II,alglucosidase alfa,alglucosidase alfa,False,authorised,False,False,False,False,False,False,False,Genzyme Europe BV,"Other alimentary tract and metabolism products,",22.0
542,human,Clopidogrel ratiopharm,Myocardial Infarction;  Acute Coronary Syndrome;  Peripheral Vascular Diseases;  Stroke,clopidogrel,clopidogrel (as hydrogen sulfate),False,authorised,False,True,False,False,False,False,False,Teva B.V.,Antithrombotic agents,14.0
543,human,Incruse Ellipta (previously Incruse),"Pulmonary Disease, Chronic Obstructive",umeclidinium bromide,umeclidinium bromide,False,authorised,True,False,False,False,False,False,False,GlaxoSmithKline (Ireland) Limited,"Drugs for obstructive airway diseases,",18.0
544,human,Modigraf,Graft Rejection,tacrolimus,tacrolimus,False,authorised,False,False,False,False,False,False,False,Astellas Pharma Europe B.V.,Immunosuppressants,18.0
545,human,Advagraf,Graft Rejection,tacrolimus,tacrolimus,False,authorised,False,False,False,False,False,False,False,Astellas Pharma Europe BV,Immunosuppressants,25.0
546,human,Iasibon,"Hypercalcemia;  Fractures, Bone;  Neoplasm Metastasis;  Breast Neoplasms",ibandronic acid,ibandronic acid,False,authorised,False,True,False,False,False,False,False,Pharmathen S.A.,Drugs for treatment of bone diseases,11.0
547,human,Fulphila,Neutropenia,pegfilgrastim,pegfilgrastim,False,authorised,True,False,True,False,False,False,False,Viatris Limited,"Immunostimulants,",10.0
548,human,Teriflunomide Accord,"Multiple Sclerosis, Relapsing-Remitting",teriflunomide,teriflunomide,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,"Immunosuppressants, Selective immunosuppressants",
549,human,Adasuve,Schizophrenia;  Bipolar Disorder,loxapine,loxapine,False,authorised,False,False,False,False,False,False,False,Ferrer Internacional S.A.,Nervous system,14.0
550,human,Halaven,Breast Neoplasms;  Liposarcoma,eribulin,eribulin,False,authorised,False,False,False,False,False,False,False,Eisai GmbH,Antineoplastic agents,29.0
551,human,Exparel liposomal,Acute Pain,bupivacaine,bupivacaine,False,authorised,False,False,False,False,False,False,False,Pacira Ireland Limited,"Amides, Anesthetics, local",1.0
552,human,Soliris,"Hemoglobinuria, Paroxysmal",eculizumab,eculizumab,False,authorised,False,False,False,False,False,True,True,Alexion Europe SAS,Immunosuppressants,33.0
553,human,Aranesp,"Anemia;  Cancer;  Kidney Failure, Chronic",darbepoetin alfa,darbepoetin alfa,False,authorised,False,False,False,False,False,False,False,Amgen Europe B.V.,Other antianemic preparations,45.0
554,human,Somavert,Acromegaly,pegvisomant,pegvisomant,False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,Pituitary and hypothalamic hormones and analogues,27.0
555,human,Exforge,Hypertension,"amlodipine, valsartan","valsartan, amlodipine (as amlodipine besilate)",False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Agents acting on the renin-angiotensin system,31.0
556,human,Emgality,Migraine Disorders,galcanezumab,galcanezumab,False,authorised,True,False,False,False,False,False,False,Eli Lilly Nederland B.V.,"Analgesics, galcanezumab",9.0
557,human,Dafiro,Hypertension,"amlodipine, valsartan","amlodipine, valsartan",False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Agents acting on the renin-angiotensin system,30.0
558,human,Miglustat Dipharma,Gaucher Disease,miglustat,miglustat,False,authorised,False,True,False,False,False,False,False,Dipharma B.V.,Other alimentary tract and metabolism products,4.0
559,human,Copalia,Hypertension,"amlodipine, valsartan","valsartan, amlodipine (as amlodipine besilate)",False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Agents acting on the renin-angiotensin system,29.0
560,human,Quviviq,Sleep Initiation and Maintenance Disorders,daridorexant,daridorexant hydrochloride,False,authorised,True,False,False,False,False,False,False,Idorsia Pharmaceuticals Deutschland GmbH,"Psycholeptics,",3.0
561,human,Arixtra,"Venous Thrombosis;  Pulmonary Embolism;  Myocardial Infarction;  Angina, Unstable",fondaparinux sodium,fondaparinux sodium,False,authorised,False,False,False,False,False,False,False,Mylan IRE Healthcare Limited,Antithrombotic agents,34.0
562,human,Effentora,Pain;  Cancer,fentanyl,fentanyl,False,authorised,False,False,False,False,False,False,False,Teva B.V.,Analgesics,28.0
563,human,Vyxeos liposomal (previously known as Vyxeos),"Leukemia, Myeloid, Acute","daunorubicin, cytarabine","daunorubicin hydrochloride, cytarabine",False,authorised,False,False,False,False,False,False,True,Jazz Pharmaceuticals Ireland Limited,Antineoplastic agents,8.0
564,human,Emtriva,HIV Infections,emtricitabine,emtricitabine,False,authorised,False,False,False,False,False,False,False,Gilead Sciences Ireland UC,Antivirals for systemic use,32.0
565,human,Evra,Contraception,"norelgestromin, ethinyl estradiol","norelgestromin, ethinyl estradiol",False,authorised,False,False,False,False,False,False,False,Gedeon Richter Plc.,"Sex hormones and modulators of the genital system,",25.0
566,human,Roctavian,,valoctocogene roxaparvovec,valoctocogene roxaparvovec,False,authorised,True,False,False,True,False,False,True,BioMarin International Limited,Antihemorrhagics,1.0
567,human,Jyseleca,"Arthritis, Rheumatoid",filgotinib,filgotinib maleate,True,authorised,True,False,False,False,False,False,False,"Gilead Sciences Ireland UC, Galapagos NV",Immunosuppressants,8.0
568,human,Icandra (previously Vildagliptin / metformin hydrochloride Novartis),"Diabetes Mellitus, Type 2","vildagliptin, metformin","vildagliptin, metformin hydrochloride",False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,"Drugs used in diabetes, Combinations of oral blood glucose lowering drugs",25.0
569,human,Dovato,HIV Infections,"dolutegravir, lamivudine","dolutegravir sodium, lamivudine",False,authorised,False,False,False,False,False,False,False,ViiV Healthcare B.V.,Antivirals for systemic use,12.0
570,human,Crysvita,"Hypophosphatemia, Familial;  Hypophosphatemic Rickets, X-Linked Dominant;  Osteomalacia",burosumab,burosumab,False,authorised,True,False,False,False,False,False,True,Kyowa Kirin Holdings B.V.,Drugs for treatment of bone diseases,10.0
571,human,Waylivra,Hyperlipoproteinemia Type I,volanesorsen,volanesorsen sodium,False,authorised,True,False,False,True,False,False,True,Akcea Therapeutics Ireland Limited,Other lipid modifying agents,6.0
572,human,Eucreas,"Diabetes Mellitus, Type 2","vildagliptin, metformin","vildagliptin, metformin hydrochloride",False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,"Drugs used in diabetes, Combinations of oral blood glucose lowering drugs",22.0
573,human,Triumeq,HIV Infections,abacavir sulfate / dolutegravir sodium / lamivudine,"dolutegravir sodium, lamivudine, abacavir (as sulfate)",False,authorised,False,False,False,False,False,False,False,ViiV Healthcare B.V.,Antivirals for systemic use,30.0
574,human,ReFacto AF,Hemophilia A,moroctocog alfa,moroctocog alfa,False,authorised,False,False,False,False,False,False,False,Pfizer Europe MA EEIG,Antihemorrhagics,40.0
575,human,Xiliarx,"Diabetes Mellitus, Type 2",vildagliptin,vildagliptin,False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,Drugs used in diabetes,22.0
576,human,Gardasil,Papillomavirus Infections;  Uterine Cervical Dysplasia;  Condylomata Acuminata;  Immunization,"human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)","human papillomavirus type 6 l1 protein, human papillomavirus type 11 l1 protein, human papillomavirus type 16 l1 protein, human papillomavirus type 18 l1 protein",False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V. ,"Vaccines,",48.0
577,human,Gardasil 9,Condylomata Acuminata;  Papillomavirus Infections;  Immunization;  Uterine Cervical Dysplasia,"human papillomavirus 9-valent vaccine (recombinant, adsorbed)","human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",False,authorised,False,False,False,False,False,False,False,Merck Sharp & Dohme B.V.,Papillomavirus vaccines,20.0
578,human,Cufence,Hepatolenticular Degeneration,trientine dihydrochloride,trientine dihydrochloride,False,authorised,False,False,False,False,False,False,False,Univar Solutions BV,"Other alimentary tract and metabolism products,",5.0
579,human,Pedea,"Ductus Arteriosus, Patent",ibuprofen,ibuprofen,False,authorised,False,False,False,False,False,False,False,Recordati Rare Diseases,Cardiac therapy,15.0
580,human,PecFent,Pain;  Cancer,fentanyl,fentanyl,False,authorised,False,False,False,False,False,False,False,Kyowa Kirin Holdings B.V.,Analgesics,23.0
581,human,Tegsedi,Amyloidosis,inotersen,inotersen sodium,False,authorised,True,False,False,False,False,True,True,Akcea Therapeutics Ireland Limited,Other nervous system drugs,12.0
582,human,Pegasys,"Hepatitis C, Chronic;  Hepatitis B, Chronic",peginterferon alfa-2a,peginterferon alfa-2a,False,authorised,False,False,False,False,False,False,False,zr pharma& GmbH,"Immunostimulants,",45.0
583,human,Kymriah,"Precursor B-Cell Lymphoblastic Leukemia-Lymphoma;  Lymphoma, Large B-Cell, Diffuse",tisagenlecleucel,tisagenlecleucel,False,authorised,True,False,False,False,False,False,True,Novartis Europharm Limited,Antineoplastic agents,13.0
584,human,Darunavir Mylan,HIV Infections,darunavir,darunavir,False,authorised,False,True,False,False,False,False,False,Mylan Pharmaceuticals Limited,Antivirals for systemic use,12.0
585,human,Scenesse,"Protoporphyria, Erythropoietic",afamelanotide,afamelanotide,False,authorised,True,False,False,False,True,False,True,Clinuvel Europe Limited,Emollients and protectives,9.0
586,human,Revolade,"Purpura, Thrombocytopenic, Idiopathic",eltrombopag,eltrombopag,False,authorised,False,False,False,False,False,False,False,Novartis Europharm Limited,"Other systemic hemostatics, Antihemorrhagics",31.0
587,human,Intrarosa,Postmenopause,prasterone,prasterone,False,authorised,True,False,False,False,False,False,False,Endoceutics S.A.,Other sex hormones and modulators of the genital system,6.0
588,human,Pemetrexed Accord,"Carcinoma, Non-Small-Cell Lung;  Mesothelioma",pemetrexed,pemetrexed disodium hemipentahydrate,False,authorised,False,True,False,False,False,False,False,Accord Healthcare S.L.U.,Antineoplastic agents,9.0
589,human,Micardis,Hypertension,telmisartan,telmisartan,False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim International GmbH,"Angiotensin II antagonists, plain",27.0
590,human,MicardisPlus,Hypertension,,"telmisartan, hydrochlorothiazide",False,authorised,False,False,False,False,False,False,False,Boehringer Ingelheim International GmbH,Agents acting on the renin-angiotensin system,33.0
591,human,Imraldi,"Spondylitis, Ankylosing;  Arthritis, Rheumatoid;  Uveitis;  Colitis, Ulcerative;  Psoriasis;  Arthritis, Psoriatic;  Crohn Disease;  Hidradenitis Suppurativa;  Arthritis",adalimumab,adalimumab,False,authorised,False,False,True,False,False,False,False,Samsung Bioepis NL B.V.,Immunosuppressants,19.0
